year,total_pop,avg_income,avg_net_worth,predicted_gdp
101,504.8007920792079,2295.2006658797654,30870.42729099113,1159197.5199512325
102,504.7990215492137,2298.6036954625024,30998.9754528037,1160928.8124527035
103,504.7972510192196,2302.006725045239,31127.52361461627,1162660.1049541736
104,504.7954804892254,2305.4097546279754,31256.071776428846,1164391.3974556436
105,504.7937099592312,2308.8127842107124,31384.619938241416,1166122.6899571146
